TOP.614508ad.00042b5e	START
TOP.6147b043.0008f33e	user_options->restore_disable	1
TOP.6147b043.0008f33e	user_options->restore_timer	60
TOP.6147b043.0008f33e	user_options->rp_files_cnt	0
TOP.6147b043.0008f33e	user_options->rp_gen	0
TOP.6147b043.0008f33e	user_options->rp_gen_func_max	4
TOP.6147b043.0008f33e	user_options->rp_gen_func_min	1
TOP.6147b043.0008f33e	user_options->rp_gen_seed	0
TOP.6147b043.0008f33e	user_options->runtime	0
TOP.6147b043.0008f33e	user_options->scrypt_tmto	0
TOP.6147b043.0008f33e	user_options->segment_size	33554432
TOP.6147b043.0008f33e	user_options->self_test_disable	0
TOP.6147b043.0008f33e	user_options->slow_candidates	0
TOP.6147b043.0008f33e	user_options->show	1
TOP.6147b043.0008f33e	user_options->speed_only	0
TOP.6147b043.0008f33e	user_options->spin_damp	0
TOP.6147b043.0008f33e	user_options->status	0
TOP.6147b043.0008f33e	user_options->status_json	0
TOP.6147b043.0008f33e	user_options->status_timer	10
TOP.6147b043.0008f33e	user_options->stdout_flag	0
TOP.6147b043.0008f33e	user_options->usage	0
TOP.6147b043.0008f33e	user_options->username	0
TOP.6147b043.0008f33e	user_options->veracrypt_pim_start	485
TOP.6147b043.0008f33e	user_options->veracrypt_pim_stop	485
TOP.6147b043.0008f33e	user_options->version	0
TOP.6147b043.0008f33e	user_options->workload_profile	2
TOP.6147b043.0008f33e	user_options->brain_client	0
TOP.6147b043.0008f33e	user_options->brain_client_features	2
TOP.6147b043.0008f33e	user_options->brain_server	0
TOP.6147b043.0008f33e	user_options->brain_server_timer	300
TOP.6147b043.0008f33e	user_options->brain_port	6863
TOP.6147b043.0008f33e	user_options->brain_session	0
TOP.6147b043.0008f33e	proc_start	1632088131
TOP.6147b043.0008f33e	proc_stop	1632088132
TOP.6147b043.0008f33e	STOP
TOP.614b49f5.00029dfe	START
TOP.614b49f5.00029dfe	folder_config->cwd	D:\Desktop\Cyber-Oracle\source_code\central_monitor\static\app_utilities\hashcat
TOP.614b49f5.00029dfe	folder_config->install_dir	.
TOP.614b49f5.00029dfe	folder_config->profile_dir	.
TOP.614b49f5.00029dfe	folder_config->session_dir	.
TOP.614b49f5.00029dfe	folder_config->shared_dir	.
TOP.614b49f5.00029dfe	user_options->encoding_from	utf-8
TOP.614b49f5.00029dfe	user_options->encoding_to	utf-8
TOP.614b49f5.00029dfe	user_options->rule_buf_l	:
TOP.614b49f5.00029dfe	user_options->rule_buf_r	:
TOP.614b49f5.00029dfe	user_options->session	show
TOP.614b49f5.00029dfe	user_options->separator	:
TOP.614b49f5.00029dfe	user_options->limit	0
TOP.614b49f5.00029dfe	user_options->skip	0
TOP.614b49f5.00029dfe	user_options->attack_mode	100
TOP.614b49f5.00029dfe	user_options->benchmark	0
TOP.614b49f5.00029dfe	user_options->benchmark_all	0
TOP.614b49f5.00029dfe	user_options->bitmap_max	18
TOP.614b49f5.00029dfe	user_options->bitmap_min	16
TOP.614b49f5.00029dfe	user_options->debug_mode	0
TOP.614b49f5.00029dfe	user_options->hash_info	0
TOP.614b49f5.00029dfe	user_options->force	0
TOP.614b49f5.00029dfe	user_options->hwmon_disable	0
TOP.614b49f5.00029dfe	user_options->hwmon_temp_abort	90
TOP.614b49f5.00029dfe	user_options->hash_mode	1000
TOP.614b49f5.00029dfe	user_options->hex_charset	0
TOP.614b49f5.00029dfe	user_options->hex_salt	0
TOP.614b49f5.00029dfe	user_options->hex_wordlist	0
TOP.614b49f5.00029dfe	user_options->hook_threads	0
TOP.614b49f5.00029dfe	user_options->identify	0
TOP.614b49f5.00029dfe	user_options->increment	0
TOP.614b49f5.00029dfe	user_options->increment_max	256
TOP.614b49f5.00029dfe	user_options->increment_min	1
TOP.614b49f5.00029dfe	user_options->keep_guessing	0
TOP.614b49f5.00029dfe	user_options->kernel_accel	0
TOP.614b49f5.00029dfe	user_options->kernel_loops	0
TOP.614b49f5.00029dfe	user_options->kernel_threads	0
TOP.614b49f5.00029dfe	user_options->keyspace	0
TOP.614b49f5.00029dfe	user_options->left	0
TOP.614b49f5.00029dfe	user_options->logfile_disable	0
TOP.614b49f5.00029dfe	user_options->loopback	0
TOP.614b49f5.00029dfe	user_options->machine_readable	0
TOP.614b49f5.00029dfe	user_options->markov_classic	0
TOP.614b49f5.00029dfe	user_options->markov_disable	0
TOP.614b49f5.00029dfe	user_options->markov_inverse	0
TOP.614b49f5.00029dfe	user_options->markov_threshold	256
TOP.614b49f5.00029dfe	user_options->multiply_accel_disable	0
TOP.614b49f5.00029dfe	user_options->backend_info	0
TOP.614b49f5.00029dfe	user_options->backend_vector_width	0
TOP.614b49f5.00029dfe	user_options->optimized_kernel_enable	0
TOP.614b49f5.00029dfe	user_options->outfile_autohex	1
TOP.614b49f5.00029dfe	user_options->outfile_check_timer	5
TOP.614b49f5.00029dfe	user_options->outfile_format	3
TOP.614b49f5.00029dfe	user_options->wordlist_autohex_disable	0
TOP.614b49f5.00029dfe	user_options->potfile_disable	0
TOP.614b49f5.00029dfe	user_options->progress_only	0
TOP.614b49f5.00029dfe	user_options->quiet	1
TOP.614b49f5.00029dfe	user_options->remove	0
TOP.614b49f5.00029dfe	user_options->remove_timer	60
TOP.614b49f5.00029dfe	user_options->restore	0
TOP.614b49f5.00029dfe	user_options->restore_disable	1
TOP.614b49f5.00029dfe	user_options->restore_timer	60
TOP.614b49f5.00029dfe	user_options->rp_files_cnt	0
TOP.614b49f5.00029dfe	user_options->rp_gen	0
TOP.614b49f5.00029dfe	user_options->rp_gen_func_max	4
TOP.614b49f5.00029dfe	user_options->rp_gen_func_min	1
TOP.614b49f5.00029dfe	user_options->rp_gen_seed	0
TOP.614b49f5.00029dfe	user_options->runtime	0
TOP.614b49f5.00029dfe	user_options->scrypt_tmto	0
TOP.614b49f5.00029dfe	user_options->segment_size	33554432
TOP.614b49f5.00029dfe	user_options->self_test_disable	0
TOP.614b49f5.00029dfe	user_options->slow_candidates	0
TOP.614b49f5.00029dfe	user_options->show	1
TOP.614b49f5.00029dfe	user_options->speed_only	0
TOP.614b49f5.00029dfe	user_options->spin_damp	0
TOP.614b49f5.00029dfe	user_options->status	0
TOP.614b49f5.00029dfe	user_options->status_json	0
TOP.614b49f5.00029dfe	user_options->status_timer	10
TOP.614b49f5.00029dfe	user_options->stdout_flag	0
TOP.614b49f5.00029dfe	user_options->usage	0
TOP.614b49f5.00029dfe	user_options->username	0
TOP.614b49f5.00029dfe	user_options->veracrypt_pim_start	485
TOP.614b49f5.00029dfe	user_options->veracrypt_pim_stop	485
TOP.614b49f5.00029dfe	user_options->version	0
TOP.614b49f5.00029dfe	user_options->workload_profile	2
TOP.614b49f5.00029dfe	user_options->brain_client	0
TOP.614b49f5.00029dfe	user_options->brain_client_features	2
TOP.614b49f5.00029dfe	user_options->brain_server	0
TOP.614b49f5.00029dfe	user_options->brain_server_timer	300
TOP.614b49f5.00029dfe	user_options->brain_port	6863
TOP.614b49f5.00029dfe	user_options->brain_session	0
TOP.614b49f5.00029dfe	proc_start	1632324085
TOP.614b49f5.00029dfe	proc_stop	1632324085
TOP.614b49f5.00029dfe	STOP
TOP.614d02ec.000bc04a	START
TOP.614d02ec.000bc04a	folder_config->cwd	D:\Desktop\Cyber-Oracle\source_code\central_monitor\static\app_utilities\hashcat
TOP.614d02ec.000bc04a	folder_config->install_dir	.
TOP.614d02ec.000bc04a	folder_config->profile_dir	.
TOP.614d02ec.000bc04a	folder_config->session_dir	.
TOP.614d02ec.000bc04a	folder_config->shared_dir	.
TOP.614d02ec.000bc04a	user_options->encoding_from	utf-8
TOP.614d02ec.000bc04a	user_options->encoding_to	utf-8
TOP.614d02ec.000bc04a	user_options->rule_buf_l	:
TOP.614d02ec.000bc04a	user_options->rule_buf_r	:
TOP.614d02ec.000bc04a	user_options->session	show
TOP.614d02ec.000bc04a	user_options->separator	:
TOP.614d02ec.000bc04a	user_options->limit	0
TOP.614d02ec.000bc04a	user_options->skip	0
TOP.614d02ec.000bc04a	user_options->attack_mode	100
TOP.614d02ec.000bc04a	user_options->benchmark	0
TOP.614d02ec.000bc04a	user_options->benchmark_all	0
TOP.614d02ec.000bc04a	user_options->bitmap_max	18
TOP.614d02ec.000bc04a	user_options->bitmap_min	16
TOP.614d02ec.000bc04a	user_options->debug_mode	0
TOP.614d02ec.000bc04a	user_options->hash_info	0
TOP.614d02ec.000bc04a	user_options->force	0
TOP.614d02ec.000bc04a	user_options->hwmon_disable	0
TOP.614d02ec.000bc04a	user_options->hwmon_temp_abort	90
TOP.614d02ec.000bc04a	user_options->hash_mode	1000
TOP.614d02ec.000bc04a	user_options->hex_charset	0
TOP.614d02ec.000bc04a	user_options->hex_salt	0
TOP.614d02ec.000bc04a	user_options->hex_wordlist	0
TOP.614d02ec.000bc04a	user_options->hook_threads	0
TOP.614d02ec.000bc04a	user_options->identify	0
TOP.614d02ec.000bc04a	user_options->increment	0
TOP.614d02ec.000bc04a	user_options->increment_max	256
TOP.614d02ec.000bc04a	user_options->increment_min	1
TOP.614d02ec.000bc04a	user_options->keep_guessing	0
TOP.614d02ec.000bc04a	user_options->kernel_accel	0
TOP.614d02ec.000bc04a	user_options->kernel_loops	0
TOP.614d02ec.000bc04a	user_options->kernel_threads	0
TOP.614d02ec.000bc04a	user_options->keyspace	0
TOP.614d02ec.000bc04a	user_options->left	0
TOP.614d02ec.000bc04a	user_options->logfile_disable	0
TOP.614d02ec.000bc04a	user_options->loopback	0
TOP.614d02ec.000bc04a	user_options->machine_readable	0
TOP.614d02ec.000bc04a	user_options->markov_classic	0
TOP.614d02ec.000bc04a	user_options->markov_disable	0
TOP.614d02ec.000bc04a	user_options->markov_inverse	0
TOP.614d02ec.000bc04a	user_options->markov_threshold	256
TOP.614d02ec.000bc04a	user_options->multiply_accel_disable	0
TOP.614d02ec.000bc04a	user_options->backend_info	0
TOP.614d02ec.000bc04a	user_options->backend_vector_width	0
TOP.614d02ec.000bc04a	user_options->optimized_kernel_enable	0
TOP.614d02ec.000bc04a	user_options->outfile_autohex	1
TOP.614d02ec.000bc04a	user_options->outfile_check_timer	5
TOP.614d02ec.000bc04a	user_options->outfile_format	3
TOP.614d02ec.000bc04a	user_options->wordlist_autohex_disable	0
TOP.614d02ec.000bc04a	user_options->potfile_disable	0
TOP.614d02ec.000bc04a	user_options->progress_only	0
TOP.614d02ec.000bc04a	user_options->quiet	1
TOP.614d02ec.000bc04a	user_options->remove	0
TOP.614d02ec.000bc04a	user_options->remove_timer	60
TOP.614d02ec.000bc04a	user_options->restore	0
TOP.614d02ec.000bc04a	user_options->restore_disable	1
TOP.614d02ec.000bc04a	user_options->restore_timer	60
TOP.614d02ec.000bc04a	user_options->rp_files_cnt	0
TOP.614d02ec.000bc04a	user_options->rp_gen	0
TOP.614d02ec.000bc04a	user_options->rp_gen_func_max	4
TOP.614d02ec.000bc04a	user_options->rp_gen_func_min	1
TOP.614d02ec.000bc04a	user_options->rp_gen_seed	0
TOP.614d02ec.000bc04a	user_options->runtime	0
TOP.614d02ec.000bc04a	user_options->scrypt_tmto	0
TOP.614d02ec.000bc04a	user_options->segment_size	33554432
TOP.614d02ec.000bc04a	user_options->self_test_disable	0
TOP.614d02ec.000bc04a	user_options->slow_candidates	0
TOP.614d02ec.000bc04a	user_options->show	1
TOP.614d02ec.000bc04a	user_options->speed_only	0
TOP.614d02ec.000bc04a	user_options->spin_damp	0
TOP.614d02ec.000bc04a	user_options->status	0
TOP.614d02ec.000bc04a	user_options->status_json	0
TOP.614d02ec.000bc04a	user_options->status_timer	10
TOP.614d02ec.000bc04a	user_options->stdout_flag	0
TOP.614d02ec.000bc04a	user_options->usage	0
TOP.614d02ec.000bc04a	user_options->username	0
TOP.614d02ec.000bc04a	user_options->veracrypt_pim_start	485
TOP.614d02ec.000bc04a	user_options->veracrypt_pim_stop	485
TOP.614d02ec.000bc04a	user_options->version	0
TOP.614d02ec.000bc04a	user_options->workload_profile	2
TOP.614d02ec.000bc04a	user_options->brain_client	0
TOP.614d02ec.000bc04a	user_options->brain_client_features	2
TOP.614d02ec.000bc04a	user_options->brain_server	0
TOP.614d02ec.000bc04a	user_options->brain_server_timer	300
TOP.614d02ec.000bc04a	user_options->brain_port	6863
TOP.614d02ec.000bc04a	user_options->brain_session	0
TOP.614d02ec.000bc04a	proc_start	1632436972
TOP.614d02ec.000bc04a	proc_stop	1632436973
TOP.614d02ec.000bc04a	STOP
TOP.614d046d.00052c14	START
TOP.614d046d.00052c14	folder_config->cwd	D:\Desktop\Cyber-Oracle\source_code\central_monitor\static\app_utilities\hashcat
TOP.614d046d.00052c14	folder_config->install_dir	.
TOP.614d046d.00052c14	folder_config->profile_dir	.
TOP.614d046d.00052c14	folder_config->session_dir	.
TOP.614d046d.00052c14	folder_config->shared_dir	.
TOP.614d046d.00052c14	user_options->encoding_from	utf-8
TOP.614d046d.00052c14	user_options->encoding_to	utf-8
TOP.614d046d.00052c14	user_options->rule_buf_l	:
TOP.614d046d.00052c14	user_options->rule_buf_r	:
TOP.614d046d.00052c14	user_options->session	show
TOP.614d046d.00052c14	user_options->separator	:
TOP.614d046d.00052c14	user_options->limit	0
TOP.614d046d.00052c14	user_options->skip	0
TOP.614d046d.00052c14	user_options->attack_mode	100
TOP.614d046d.00052c14	user_options->benchmark	0
TOP.614d046d.00052c14	user_options->benchmark_all	0
TOP.614d046d.00052c14	user_options->bitmap_max	18
TOP.614d046d.00052c14	user_options->bitmap_min	16
TOP.614d046d.00052c14	user_options->debug_mode	0
TOP.614d046d.00052c14	user_options->hash_info	0
TOP.614d046d.00052c14	user_options->force	0
TOP.614d046d.00052c14	user_options->hwmon_disable	0
TOP.614d046d.00052c14	user_options->hwmon_temp_abort	90
TOP.614d046d.00052c14	user_options->hash_mode	1000
TOP.614d046d.00052c14	user_options->hex_charset	0
TOP.614d046d.00052c14	user_options->hex_salt	0
TOP.614d046d.00052c14	user_options->hex_wordlist	0
TOP.614d046d.00052c14	user_options->hook_threads	0
TOP.614d046d.00052c14	user_options->identify	0
TOP.614d046d.00052c14	user_options->increment	0
TOP.614d046d.00052c14	user_options->increment_max	256
TOP.614d046d.00052c14	user_options->increment_min	1
TOP.614d046d.00052c14	user_options->keep_guessing	0
TOP.614d046d.00052c14	user_options->kernel_accel	0
TOP.614d046d.00052c14	user_options->kernel_loops	0
TOP.614d046d.00052c14	user_options->kernel_threads	0
TOP.614d046d.00052c14	user_options->keyspace	0
TOP.614d046d.00052c14	user_options->left	0
TOP.614d046d.00052c14	user_options->logfile_disable	0
TOP.614d046d.00052c14	user_options->loopback	0
TOP.614d046d.00052c14	user_options->machine_readable	0
TOP.614d046d.00052c14	user_options->markov_classic	0
TOP.614d046d.00052c14	user_options->markov_disable	0
TOP.614d046d.00052c14	user_options->markov_inverse	0
TOP.614d046d.00052c14	user_options->markov_threshold	256
TOP.614d046d.00052c14	user_options->multiply_accel_disable	0
TOP.614d046d.00052c14	user_options->backend_info	0
TOP.614d046d.00052c14	user_options->backend_vector_width	0
TOP.614d046d.00052c14	user_options->optimized_kernel_enable	0
TOP.614d046d.00052c14	user_options->outfile_autohex	1
TOP.614d046d.00052c14	user_options->outfile_check_timer	5
TOP.614d046d.00052c14	user_options->outfile_format	3
TOP.614d046d.00052c14	user_options->wordlist_autohex_disable	0
TOP.614d046d.00052c14	user_options->potfile_disable	0
TOP.614d046d.00052c14	user_options->progress_only	0
TOP.614d046d.00052c14	user_options->quiet	1
TOP.614d046d.00052c14	user_options->remove	0
TOP.614d046d.00052c14	user_options->remove_timer	60
TOP.614d046d.00052c14	user_options->restore	0
TOP.614d046d.00052c14	user_options->restore_disable	1
TOP.614d046d.00052c14	user_options->restore_timer	60
TOP.614d046d.00052c14	user_options->rp_files_cnt	0
TOP.614d046d.00052c14	user_options->rp_gen	0
TOP.614d046d.00052c14	user_options->rp_gen_func_max	4
TOP.614d046d.00052c14	user_options->rp_gen_func_min	1
TOP.614d046d.00052c14	user_options->rp_gen_seed	0
TOP.614d046d.00052c14	user_options->runtime	0
TOP.614d046d.00052c14	user_options->scrypt_tmto	0
TOP.614d046d.00052c14	user_options->segment_size	33554432
TOP.614d046d.00052c14	user_options->self_test_disable	0
TOP.614d046d.00052c14	user_options->slow_candidates	0
TOP.614d046d.00052c14	user_options->show	1
TOP.614d046d.00052c14	user_options->speed_only	0
TOP.614d046d.00052c14	user_options->spin_damp	0
TOP.614d046d.00052c14	user_options->status	0
TOP.614d046d.00052c14	user_options->status_json	0
TOP.614d046d.00052c14	user_options->status_timer	10
TOP.614d046d.00052c14	user_options->stdout_flag	0
TOP.614d046d.00052c14	user_options->usage	0
TOP.614d046d.00052c14	user_options->username	0
TOP.614d046d.00052c14	user_options->veracrypt_pim_start	485
TOP.614d046d.00052c14	user_options->veracrypt_pim_stop	485
TOP.614d046d.00052c14	user_options->version	0
TOP.614d046d.00052c14	user_options->workload_profile	2
TOP.614d046d.00052c14	user_options->brain_client	0
TOP.614d046d.00052c14	user_options->brain_client_features	2
TOP.614d046d.00052c14	user_options->brain_server	0
TOP.614d046d.00052c14	user_options->brain_server_timer	300
TOP.614d046d.00052c14	user_options->brain_port	6863
TOP.614d046d.00052c14	user_options->brain_session	0
TOP.614d046d.00052c14	proc_start	1632437357
TOP.614d046d.00052c14	proc_stop	1632437358
TOP.614d046d.00052c14	STOP
TOP.614d04d6.000001c9	START
TOP.614d04d6.000001c9	folder_config->cwd	D:\Desktop\Cyber-Oracle\source_code\central_monitor\static\app_utilities\hashcat
TOP.614d04d6.000001c9	folder_config->install_dir	.
TOP.614d04d6.000001c9	folder_config->profile_dir	.
TOP.614d04d6.000001c9	folder_config->session_dir	.
TOP.614d04d6.000001c9	folder_config->shared_dir	.
TOP.614d04d6.000001c9	user_options->encoding_from	utf-8
TOP.614d04d6.000001c9	user_options->encoding_to	utf-8
TOP.614d04d6.000001c9	user_options->rule_buf_l	:
TOP.614d04d6.000001c9	user_options->rule_buf_r	:
TOP.614d04d6.000001c9	user_options->session	show
TOP.614d04d6.000001c9	user_options->separator	:
TOP.614d04d6.000001c9	user_options->limit	0
TOP.614d04d6.000001c9	user_options->skip	0
TOP.614d04d6.000001c9	user_options->attack_mode	100
TOP.614d04d6.000001c9	user_options->benchmark	0
TOP.614d04d6.000001c9	user_options->benchmark_all	0
TOP.614d04d6.000001c9	user_options->bitmap_max	18
TOP.614d04d6.000001c9	user_options->bitmap_min	16
TOP.614d04d6.000001c9	user_options->debug_mode	0
TOP.614d04d6.000001c9	user_options->hash_info	0
TOP.614d04d6.000001c9	user_options->force	0
TOP.614d04d6.000001c9	user_options->hwmon_disable	0
TOP.614d04d6.000001c9	user_options->hwmon_temp_abort	90
TOP.614d04d6.000001c9	user_options->hash_mode	1000
TOP.614d04d6.000001c9	user_options->hex_charset	0
TOP.614d04d6.000001c9	user_options->hex_salt	0
TOP.614d04d6.000001c9	user_options->hex_wordlist	0
TOP.614d04d6.000001c9	user_options->hook_threads	0
TOP.614d04d6.000001c9	user_options->identify	0
TOP.614d04d6.000001c9	user_options->increment	0
TOP.614d04d6.000001c9	user_options->increment_max	256
TOP.614d04d6.000001c9	user_options->increment_min	1
TOP.614d04d6.000001c9	user_options->keep_guessing	0
TOP.614d04d6.000001c9	user_options->kernel_accel	0
TOP.614d04d6.000001c9	user_options->kernel_loops	0
TOP.614d04d6.000001c9	user_options->kernel_threads	0
TOP.614d04d6.000001c9	user_options->keyspace	0
TOP.614d04d6.000001c9	user_options->left	0
TOP.614d04d6.000001c9	user_options->logfile_disable	0
TOP.614d04d6.000001c9	user_options->loopback	0
TOP.614d04d6.000001c9	user_options->machine_readable	0
TOP.614d04d6.000001c9	user_options->markov_classic	0
TOP.614d04d6.000001c9	user_options->markov_disable	0
TOP.614d04d6.000001c9	user_options->markov_inverse	0
TOP.614d04d6.000001c9	user_options->markov_threshold	256
TOP.614d04d6.000001c9	user_options->multiply_accel_disable	0
TOP.614d04d6.000001c9	user_options->backend_info	0
TOP.614d04d6.000001c9	user_options->backend_vector_width	0
TOP.614d04d6.000001c9	user_options->optimized_kernel_enable	0
TOP.614d04d6.000001c9	user_options->outfile_autohex	1
TOP.614d04d6.000001c9	user_options->outfile_check_timer	5
TOP.614d04d6.000001c9	user_options->outfile_format	3
TOP.614d04d6.000001c9	user_options->wordlist_autohex_disable	0
TOP.614d04d6.000001c9	user_options->potfile_disable	0
TOP.614d04d6.000001c9	user_options->progress_only	0
TOP.614d04d6.000001c9	user_options->quiet	1
TOP.614d04d6.000001c9	user_options->remove	0
TOP.614d04d6.000001c9	user_options->remove_timer	60
TOP.614d04d6.000001c9	user_options->restore	0
TOP.614d04d6.000001c9	user_options->restore_disable	1
TOP.614d04d6.000001c9	user_options->restore_timer	60
TOP.614d04d6.000001c9	user_options->rp_files_cnt	0
TOP.614d04d6.000001c9	user_options->rp_gen	0
TOP.614d04d6.000001c9	user_options->rp_gen_func_max	4
TOP.614d04d6.000001c9	user_options->rp_gen_func_min	1
TOP.614d04d6.000001c9	user_options->rp_gen_seed	0
TOP.614d04d6.000001c9	user_options->runtime	0
TOP.614d04d6.000001c9	user_options->scrypt_tmto	0
TOP.614d04d6.000001c9	user_options->segment_size	33554432
TOP.614d04d6.000001c9	user_options->self_test_disable	0
TOP.614d04d6.000001c9	user_options->slow_candidates	0
TOP.614d04d6.000001c9	user_options->show	1
TOP.614d04d6.000001c9	user_options->speed_only	0
TOP.614d04d6.000001c9	user_options->spin_damp	0
TOP.614d04d6.000001c9	user_options->status	0
TOP.614d04d6.000001c9	user_options->status_json	0
TOP.614d04d6.000001c9	user_options->status_timer	10
TOP.614d04d6.000001c9	user_options->stdout_flag	0
TOP.614d04d6.000001c9	user_options->usage	0
TOP.614d04d6.000001c9	user_options->username	0
TOP.614d04d6.000001c9	user_options->veracrypt_pim_start	485
TOP.614d04d6.000001c9	user_options->veracrypt_pim_stop	485
TOP.614d04d6.000001c9	user_options->version	0
TOP.614d04d6.000001c9	user_options->workload_profile	2
TOP.614d04d6.000001c9	user_options->brain_client	0
TOP.614d04d6.000001c9	user_options->brain_client_features	2
TOP.614d04d6.000001c9	user_options->brain_server	0
TOP.614d04d6.000001c9	user_options->brain_server_timer	300
TOP.614d04d6.000001c9	user_options->brain_port	6863
TOP.614d04d6.000001c9	user_options->brain_session	0
TOP.614d04d6.000001c9	proc_start	1632437462
TOP.614d04d6.000001c9	proc_stop	1632437462
TOP.614d04d6.000001c9	STOP
TOP.614de5ec.000f2e8c	START
TOP.614de5ec.000f2e8c	folder_config->cwd	D:\Desktop\Cyber-Oracle\source_code\central_monitor\static\app_utilities\hashcat
TOP.614de5ec.000f2e8c	folder_config->install_dir	.
TOP.614de5ec.000f2e8c	folder_config->profile_dir	.
TOP.614de5ec.000f2e8c	folder_config->session_dir	.
TOP.614de5ec.000f2e8c	folder_config->shared_dir	.
TOP.614de5ec.000f2e8c	user_options->encoding_from	utf-8
TOP.614de5ec.000f2e8c	user_options->encoding_to	utf-8
TOP.614de5ec.000f2e8c	user_options->rule_buf_l	:
TOP.614de5ec.000f2e8c	user_options->rule_buf_r	:
TOP.614de5ec.000f2e8c	user_options->session	show
TOP.614de5ec.000f2e8c	user_options->separator	:
TOP.614de5ec.000f2e8c	user_options->limit	0
TOP.614de5ec.000f2e8c	user_options->skip	0
TOP.614de5ec.000f2e8c	user_options->attack_mode	100
TOP.614de5ec.000f2e8c	user_options->benchmark	0
TOP.614de5ec.000f2e8c	user_options->benchmark_all	0
TOP.614de5ec.000f2e8c	user_options->bitmap_max	18
TOP.614de5ec.000f2e8c	user_options->bitmap_min	16
TOP.614de5ec.000f2e8c	user_options->debug_mode	0
TOP.614de5ec.000f2e8c	user_options->hash_info	0
TOP.614de5ec.000f2e8c	user_options->force	0
TOP.614de5ec.000f2e8c	user_options->hwmon_disable	0
TOP.614de5ec.000f2e8c	user_options->hwmon_temp_abort	90
TOP.614de5ec.000f2e8c	user_options->hash_mode	1000
TOP.614de5ec.000f2e8c	user_options->hex_charset	0
TOP.614de5ec.000f2e8c	user_options->hex_salt	0
TOP.614de5ec.000f2e8c	user_options->hex_wordlist	0
TOP.614de5ec.000f2e8c	user_options->hook_threads	0
TOP.614de5ec.000f2e8c	user_options->identify	0
TOP.614de5ec.000f2e8c	user_options->increment	0
TOP.614de5ec.000f2e8c	user_options->increment_max	256
TOP.614de5ec.000f2e8c	user_options->increment_min	1
TOP.614de5ec.000f2e8c	user_options->keep_guessing	0
TOP.614de5ec.000f2e8c	user_options->kernel_accel	0
TOP.614de5ec.000f2e8c	user_options->kernel_loops	0
TOP.614de5ec.000f2e8c	user_options->kernel_threads	0
TOP.614de5ec.000f2e8c	user_options->keyspace	0
TOP.614de5ec.000f2e8c	user_options->left	0
TOP.614de5ec.000f2e8c	user_options->logfile_disable	0
TOP.614de5ec.000f2e8c	user_options->loopback	0
TOP.614de5ec.000f2e8c	user_options->machine_readable	0
TOP.614de5ec.000f2e8c	user_options->markov_classic	0
TOP.614de5ec.000f2e8c	user_options->markov_disable	0
TOP.614de5ec.000f2e8c	user_options->markov_inverse	0
TOP.614de5ec.000f2e8c	user_options->markov_threshold	256
TOP.614de5ec.000f2e8c	user_options->multiply_accel_disable	0
TOP.614de5ec.000f2e8c	user_options->backend_info	0
TOP.614de5ec.000f2e8c	user_options->backend_vector_width	0
TOP.614de5ec.000f2e8c	user_options->optimized_kernel_enable	0
TOP.614de5ec.000f2e8c	user_options->outfile_autohex	1
TOP.614de5ec.000f2e8c	user_options->outfile_check_timer	5
TOP.614de5ec.000f2e8c	user_options->outfile_format	3
TOP.614de5ec.000f2e8c	user_options->wordlist_autohex_disable	0
TOP.614de5ec.000f2e8c	user_options->potfile_disable	0
TOP.614de5ec.000f2e8c	user_options->progress_only	0
TOP.614de5ec.000f2e8c	user_options->quiet	1
TOP.614de5ec.000f2e8c	user_options->remove	0
TOP.614de5ec.000f2e8c	user_options->remove_timer	60
TOP.614de5ec.000f2e8c	user_options->restore	0
TOP.614de5ec.000f2e8c	user_options->restore_disable	1
TOP.614de5ec.000f2e8c	user_options->restore_timer	60
TOP.614de5ec.000f2e8c	user_options->rp_files_cnt	0
TOP.614de5ec.000f2e8c	user_options->rp_gen	0
TOP.614de5ec.000f2e8c	user_options->rp_gen_func_max	4
TOP.614de5ec.000f2e8c	user_options->rp_gen_func_min	1
TOP.614de5ec.000f2e8c	user_options->rp_gen_seed	0
TOP.614de5ec.000f2e8c	user_options->runtime	0
TOP.614de5ec.000f2e8c	user_options->scrypt_tmto	0
TOP.614de5ec.000f2e8c	user_options->segment_size	33554432
TOP.614de5ec.000f2e8c	user_options->self_test_disable	0
TOP.614de5ec.000f2e8c	user_options->slow_candidates	0
TOP.614de5ec.000f2e8c	user_options->show	1
TOP.614de5ec.000f2e8c	user_options->speed_only	0
TOP.614de5ec.000f2e8c	user_options->spin_damp	0
TOP.614de5ec.000f2e8c	user_options->status	0
TOP.614de5ec.000f2e8c	user_options->status_json	0
TOP.614de5ec.000f2e8c	user_options->status_timer	10
TOP.614de5ec.000f2e8c	user_options->stdout_flag	0
TOP.614de5ec.000f2e8c	user_options->usage	0
TOP.614de5ec.000f2e8c	user_options->username	0
TOP.614de5ec.000f2e8c	user_options->veracrypt_pim_start	485
TOP.614de5ec.000f2e8c	user_options->veracrypt_pim_stop	485
TOP.614de5ec.000f2e8c	user_options->version	0
TOP.614de5ec.000f2e8c	user_options->workload_profile	2
TOP.614de5ec.000f2e8c	user_options->brain_client	0
TOP.614de5ec.000f2e8c	user_options->brain_client_features	2
TOP.614de5ec.000f2e8c	user_options->brain_server	0
TOP.614de5ec.000f2e8c	user_options->brain_server_timer	300
TOP.614de5ec.000f2e8c	user_options->brain_port	6863
